Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Mahindra,Bolero,15,83000,Manual,second,Diesel,355000,5533,2026,11
Land Rover,Freelander 2,9,110000,Automatic,second,Diesel,1599000,12222,2026,10
Mahindra,Xuv500,12,85800,Manual,first,Diesel,460000,7150,2026,11
Hyundai,I10,11,60000,Automatic,first,Petrol,375000,5455,2026,10
Toyota,Innova,10,168500,Manual,second,Diesel,1125000,20900,2026,11
Tata,Hexa,5,136927,Automatic,second,Diesel,1090000,27385,2026,11
Honda,Jazz,8,61000,Automatic,second,Petrol,450000,7625,2026,9
Maruti Suzuki,Ignis,6,52000,Automatic,first,Petrol,480000,8667,2026,11
Jeep,Compass,6,168500,Automatic,second,Petrol,1150000,27750,2026,8
Mahindra,Xuv500,10,86000,Manual,first,Diesel,825000,8600,2026,11
Toyota,Innova Crysta,7,108277,Automatic,first,Diesel,1845000,15468,2026,11
Maruti Suzuki,Xl6,2,26000,Manual,first,Petrol,935000,13000,2026,11
Land Rover,Range Rover Sport,9,82000,Automatic,first,Diesel,2422500,9111,2026,11
Maruti Suzuki,Swift-Dzire,9,54000,Manual,second,Petrol,364000,6000,2026,11
Audi,A6,9,89000,Automatic,first,Diesel,890000,9889,2026,11
MG,Hector,1,17000,Automatic,first,Petrol,2025000,17000,2026,11
Kia,Sonet,4,62000,Automatic,first,Diesel,825000,15500,2026,11
Mahindra,Tuv,9,65000,Automatic,first,Diesel,599999,7222,2026,11
Audi,Q3,2,40000,Automatic,first,Petrol,2422500,20000,2026,11
Toyota,Fortuner,11,168500,Automatic,second,Diesel,1450000,15864,2026,11
Chevrolet,Spark,14,168500,Manual,first,Petrol,60000,19319,2026,11
Maruti Suzuki,Swift-Dzire,7,29000,Automatic,first,Petrol,595000,4143,2026,11
Toyota,Innova Crysta,2,80000,Manual,first,Diesel,2422500,27750,2026,11
Hyundai,Creta,8,80000,Manual,first,Diesel,790000,10000,2026,11
Maruti Suzuki,Ciaz,8,81000,Automatic,second,Petrol,615000,10125,2026,11
Maruti Suzuki,Sx4,12,155000,Manual,second,Diesel,225000,12917,2026,10
Hyundai,I10,13,60000,Manual,second,Petrol,165000,4615,2026,11
Skoda,Superb,9,68000,Manual,second,Petrol,570000,7556,2026,11
Honda,Civic,4,39000,Automatic,first,Petrol,1725000,9750,2026,11
Jaguar,Xf,11,85000,Automatic,second,Diesel,985000,7727,2026,11
Ford,Ecosport,9,100000,Automatic,first,Petrol,535000,11111,2026,11
Jeep,Compass,4,25000,Manual,first,Diesel,1365000,6250,2026,11
Skoda,Octavia,8,120000,Automatic,second,Diesel,825000,15000,2026,11
Maruti Suzuki,Wagon-R,14,84000,Manual,second,Petrol,185000,6000,2026,11
Jeep,Compass,7,115000,Manual,second,Diesel,665000,16429,2026,11
Hyundai,Santro Xing,15,100000,Manual,second,Petrol,200000,6667,2026,11
Mercedes-Benz,E-Class,11,52000,Automatic,first,Petrol,2100000,4727,2026,11
Toyota,Etios,8,145000,Manual,first,Diesel,480000,18125,2026,11
Honda,City,9,168500,Manual,first,Diesel,370000,27750,2026,11
Mercedes-Benz,M-Class,9,91540,Automatic,first,Diesel,2245000,10171,2026,11
Land Rover,Discovery,7,89500,Automatic,first,Diesel,2390000,12786,2026,11
Honda,City,20,91000,Automatic,first,Petrol,138000,4550,2026,11
Toyota,Fortuner,9,168500,Manual,first,Diesel,1465000,27750,2026,11
Hyundai,Creta,7,168500,Manual,second,Diesel,850000,25714,2026,11
Hyundai,Creta,9,73000,Automatic,second,Diesel,625000,8111,2026,11
BMW,5 Series,7,69000,Automatic,second,Diesel,2422500,9857,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,34000,Manual,first,Petrol,425000,5667,2026,11
Honda,Jazz,7,139000,Manual,second,Diesel,320000,19857,2026,11
Audi,A4,7,73000,Automatic,second,Diesel,2151000,10429,2026,11
Hyundai,Creta,7,50000,Manual,first,Petrol,799999,7143,2026,11
Hyundai,Verna,1,23000,Automatic,first,Petrol,1525000,23000,2026,11
Skoda,Rapid,6,168500,Automatic,first,Diesel,710000,27750,2026,10
Maruti Suzuki,Grand Vitara,2,27000,Manual,first,Petrol,1575000,13500,2026,11
Hyundai,Fluidic Verna,13,72000,Manual,second,Petrol,205000,5538,2026,11
Audi,Q7,10,45000,Automatic,second,Diesel,1200000,4500,2026,11
Maruti Suzuki,Alto,13,168500,Manual,second,Petrol,85000,27750,2026,11
Mercedes-Benz,C Class,14,117000,Automatic,first,Diesel,990000,8357,2026,11
Ford,Endeavour,8,98500,Automatic,second,Diesel,1995000,12312,2026,10
Hyundai,Creta,6,68500,Manual,second,Diesel,714999,11417,2026,11
Nissan,Micra,7,76000,Automatic,second,Petrol,445000,10857,2026,11
Audi,Q7,8,139000,Automatic,first,Diesel,2399000,17375,2026,11
Maruti Suzuki,Ertiga,4,40000,Automatic,first,Petrol,900000,10000,2026,11
Maruti Suzuki,Vitara-Brezza,7,77500,Manual,second,Diesel,790000,11071,2026,11
Honda,Jazz,7,78000,Automatic,second,Petrol,550000,11143,2026,11
Toyota,Fortuner,2,61000,Automatic,first,Diesel,2422500,27750,2026,9
Hyundai,Alcazar,1,168500,Automatic,second,Diesel,1975000,27750,2026,10
Maruti Suzuki,Dzire,16,96000,Manual,second,Petrol,199000,6000,2026,11
Renault,Kiger,3,12300,Manual,second,Petrol,580000,4100,2026,11
Land Rover,Range Rover Evoque,6,39000,Automatic,second,Diesel,2422500,6500,2026,11
Ambassador,Ambassador,9,18,Manual,second,Petrol,999599,2,2026,11
Honda,City,10,91000,Manual,second,Diesel,550000,9100,2026,11
Audi,A6,1,12000,Automatic,first,Petrol,2422500,12000,2026,11
Ford,Endeavour,6,90000,Automatic,second,Diesel,2350000,15000,2026,11
Maruti Suzuki,Swift-Dzire,10,91000,Manual,second,Diesel,370000,9100,2026,11
Volkswagen,Ventotest,12,42000,Manual,first,Petrol,300000,3500,2026,11
Jaguar,Xj,9,168500,Automatic,first,Diesel,2390000,27750,2026,11
Mahindra,Scorpio,2,44000,Manual,first,Diesel,1335000,22000,2026,11
Renault,Kiger,2,11425,Automatic,first,Petrol,749000,5712,2026,10
Renault,Duster,11,65000,Manual,second,Diesel,359000,5909,2026,11
Mercedes-Benz,S-Class,8,39000,Automatic,first,Petrol,2422500,4875,2026,11
Honda,City,7,55000,Manual,second,Petrol,625000,7857,2026,10
Skoda,Rapid,7,168500,Manual,second,Diesel,590000,27750,2026,11
Hyundai,Elite I20,9,54000,Manual,first,Petrol,374000,6000,2026,11
BMW,X5,6,42000,Automatic,first,Diesel,2422500,7000,2026,11
Mahindra,Marazzo,5,80000,Manual,first,Diesel,775000,16000,2026,11
Hyundai,Creta,5,86000,Manual,first,Diesel,850000,17200,2026,11
Hyundai,Creta,2,25000,Automatic,first,Petrol,1650000,12500,2026,11
Mahindra,Scorpio,5,16,Automatic,second,Diesel,1027000,3,2026,11
Volkswagen,Ventotest,11,61000,Manual,first,Petrol,351000,5545,2026,11
Honda,Jazz,7,55000,Manual,second,Petrol,475000,7857,2026,11
Mahindra,Tuv,8,71111,Manual,first,Diesel,530000,8889,2026,11
Hyundai,Creta,5,168500,Automatic,first,Petrol,1075000,27750,2026,11
Maruti Suzuki,Swift,13,72119,Manual,second,Petrol,209999,5548,2026,11
Hyundai,Venue,4,74000,Manual,first,Diesel,935000,18500,2026,11
Hyundai,I20 Active,9,20,Manual,second,Petrol,375000,2,2026,11
Chevrolet,Cruze,14,80000,Automatic,second,Diesel,225000,5714,2026,11
Maruti Suzuki,Baleno,5,168500,Manual,first,Petrol,575000,27750,2026,4
Maruti Suzuki,Wagon R,8,55000,Manual,second,Petrol,315000,6875,2026,8
Jaguar,Xj,7,20000,Automatic,first,Petrol,2422500,2857,2026,11
Maruti Suzuki,S-Cross1,6,87000,Manual,second,Diesel,530000,14500,2026,11
Honda,Wrv,5,51000,Manual,first,Petrol,740000,10200,2026,11
BMW,5 Series,8,47000,Automatic,second,Diesel,2422500,5875,2026,11
Mercedes-Benz,Gle Coupe,3,160000,Automatic,first,Petrol,2422500,27750,2026,11
Hyundai,Creta,5,78000,Automatic,first,Petrol,1045000,15600,2026,10
Maruti Suzuki,Swift,12,98000,Manual,second,Petrol,373000,8167,2026,11
BMW,5 Series,13,115000,Automatic,second,Diesel,520000,8846,2026,11
Mahindra,Xuv500,5,19000,Manual,second,Diesel,995000,3800,2026,10
Honda,Amaze,5,168500,Automatic,second,Petrol,575000,27750,2026,11
Toyota,Fortuner,2,50000,Manual,first,Diesel,2422500,25000,2026,11
BMW,3 Series Gt,8,168500,Automatic,first,Diesel,2151000,27750,2026,11
Audi,A3,10,44000,Automatic,first,Diesel,1670000,4400,2026,11
Mahindra,Xuv500,10,67000,Manual,first,Diesel,450000,6700,2026,11
Toyota,Innova,13,168500,Manual,first,Diesel,899999,19231,2026,11
Audi,A4,10,168500,Automatic,second,Diesel,1150000,17200,2026,11
Ford,Ecosport,9,93000,Manual,first,Diesel,675000,10333,2026,11
Maruti Suzuki,Baleno,7,46000,Manual,first,Petrol,421000,6571,2026,11
Maruti Suzuki,Swift,5,98000,Automatic,first,Petrol,640000,19600,2026,11
Hyundai,Verna,12,62000,Manual,first,Petrol,349000,5167,2026,11
Mahindra,Scorpio N,1,60000,Automatic,first,Diesel,1951000,27750,2026,11
Maruti Suzuki,Baleno,5,35000,Automatic,first,Petrol,700000,7000,2026,11
Hyundai,Santro Xing,17,100000,Manual,second,Petrol,100000,5882,2026,9
Hyundai,Grand I10,9,52000,Automatic,first,Petrol,375000,5778,2026,11
Maruti Suzuki,Vitara-Brezza,3,63000,Manual,first,Petrol,795000,21000,2026,11
Hyundai,Venue,3,68000,Automatic,second,Petrol,820000,22667,2026,11
Tata,Indigo Ecs,9,132000,Manual,second,Diesel,150000,14667,2026,11
Honda,Amaze,6,65000,Automatic,first,Diesel,799000,10833,2026,10
Tata,Nexon,4,18231,Manual,first,Petrol,539101,4558,2026,11
Lexus,Lx,6,27000,Automatic,second,Diesel,2422500,4500,2026,11
Mercedes-Benz,E-Class,12,73800,Automatic,second,Diesel,990000,6150,2026,11
Mini,Cooper Convertible,6,40000,Automatic,second,Petrol,2422500,6667,2026,9
BMW,3 Series Gt,7,77000,Automatic,first,Diesel,2422500,11000,2026,9
Maruti Suzuki,Alto-800,6,72531,Manual,first,Petrol,265000,12088,2026,11
Audi,A3,9,65000,Automatic,second,Diesel,899999,7222,2026,11
Toyota,Innova Crysta,6,116000,Automatic,first,Diesel,1650000,19333,2026,11
MG,Astor,0,8000,Automatic,first,Petrol,1800000,8000,2026,11
Maruti Suzuki,Baleno,7,81000,Manual,second,Petrol,575000,11571,2026,11
Hyundai,Verna,11,120000,Manual,second,Diesel,360000,10909,2026,11
Mahindra,Thar,9,71291,Manual,second,Diesel,520000,7921,2026,11
Ford,Endeavour,7,80000,Automatic,first,Diesel,2275000,11429,2026,11
Maruti Suzuki,Vitara-Brezza,5,54900,Automatic,second,Diesel,790000,10980,2026,10
Maruti Suzuki,Baleno,6,55000,Manual,first,Diesel,590000,9167,2026,9
Hyundai,Creta Facelift,6,40000,Automatic,first,Diesel,888000,6667,2026,11
Maruti Suzuki,Swift-Dzire,11,168500,Manual,second,Diesel,370000,15909,2026,11
BMW,5 Series,10,90000,Automatic,second,Diesel,1221000,9000,2026,11
Tata,Indica Ev2,8,123000,Manual,second,Diesel,65000,15375,2026,11
Mercedes-Benz,C-Class,8,95000,Automatic,first,Diesel,1795000,11875,2026,10
Hyundai,Creta,5,76870,Automatic,first,Diesel,700000,15374,2026,11
Maruti Suzuki,Swift-Dzire,4,82000,Manual,first,Petrol,535000,20500,2026,11
Toyota,Corolla Altis,7,123000,Manual,second,Diesel,1175000,17571,2026,11
Toyota,Fortuner,7,59023,Automatic,second,Diesel,2422500,8432,2026,10
Ford,Endeavour,6,115000,Automatic,second,Diesel,2275000,19167,2026,11
Toyota,Innova Crysta,7,90000,Manual,second,Diesel,1250000,12857,2026,11
Maruti Suzuki,Alto-800,10,88600,Automatic,second,Petrol,185000,8860,2026,11
Hyundai,Eon,7,33000,Manual,first,Petrol,280000,4714,2026,11
Skoda,Octavia,10,105904,Automatic,second,Diesel,1040000,10590,2026,11
Tata,Altroz,4,12600,Manual,first,Petrol,575000,3150,2026,11
Datsun,Redi Go,6,168500,Manual,second,Petrol,211000,27750,2026,7
Mahindra,Xuv500,12,125000,Manual,second,Diesel,450000,10417,2026,10
Mercedes-Benz,E-Class,5,29800,Automatic,first,Diesel,2422500,5960,2026,11
Mercedes-Benz,C-Class,13,46000,Automatic,second,Diesel,600000,3538,2026,11
Mercedes-Benz,E-Class,10,73000,Automatic,second,Diesel,1230000,7300,2026,11
Ford,Endeavour,7,91000,Automatic,second,Diesel,2050000,13000,2026,11
Mahindra,Thar,4,40000,Automatic,first,Diesel,1350000,10000,2026,11
BMW,7 Series,6,24200,Automatic,first,Diesel,2422500,4033,2026,10
Hyundai,Grand I10,11,61000,Manual,first,Petrol,280000,5545,2026,11
BMW,3 Series Gt,5,31000,Automatic,first,Diesel,2422500,6200,2026,11
Mercedes-Benz,E-Class,10,83000,Automatic,second,Diesel,1395000,8300,2026,11
Maruti Suzuki,Ritz,12,165000,Manual,second,Diesel,175000,13750,2026,11
Maruti Suzuki,S-Presso,5,17000,Automatic,second,Petrol,390000,3400,2026,9
Maruti Suzuki,Wagon-R,11,56000,Manual,first,Petrol,249000,5091,2026,11
Audi,A6,10,11000,Automatic,first,Diesel,1350000,1100,2026,11
Ford,Endeavour,6,115000,Automatic,first,Diesel,2250000,19167,2026,11
Kia,Seltos,4,49900,Manual,first,Petrol,999000,12475,2026,11
Mercedes-Benz,C-Class,11,168500,Automatic,second,Petrol,945000,27750,2026,11
Maruti Suzuki,Alto,18,79000,Manual,second,Petrol,69000,4389,2026,11
Maruti Suzuki,Zen-Estilo,21,33000,Manual,second,Petrol,129000,1571,2026,11
Kia,Seltos,3,58000,Automatic,first,Petrol,1299999,19333,2026,11
Toyota,Innova,12,168500,Manual,second,Diesel,800000,27750,2026,11
Audi,A6,8,52000,Automatic,second,Diesel,1650000,6500,2026,11
Maruti Suzuki,Ciaz,4,55000,Manual,first,Petrol,890000,13750,2026,11
Honda,City,10,85000,Manual,first,Diesel,395000,8500,2026,11
Hyundai,Creta,8,62000,Manual,first,Petrol,645000,7750,2026,11
Honda,City,8,67000,Manual,second,Diesel,500000,8375,2026,11
Mercedes-Benz,Gla Class,5,31000,Automatic,first,Petrol,2422500,6200,2026,11
BMW,5 Series,12,50800,Automatic,first,Diesel,1125000,4233,2026,11
Volvo,Xc60,9,62000,Automatic,second,Diesel,1450000,6889,2026,11
Hyundai,I20,1,113000,Automatic,first,Petrol,925000,27750,2026,11
Maruti Suzuki,Swift,6,105000,Automatic,first,Diesel,630000,17500,2026,11
Tata,Hexa,7,98623,Automatic,first,Diesel,635000,14089,2026,11
Hyundai,I20,10,56000,Manual,first,Petrol,465000,5600,2026,11
Hyundai,Eon,7,68000,Manual,second,Petrol,255000,9714,2026,11
Maruti Suzuki,Swift,6,85000,Manual,second,Diesel,935000,14167,2026,11
MG,Hector,4,27000,Automatic,second,Petrol,1300000,6750,2026,11
Tata,Tiago,7,39065,Manual,first,Petrol,448000,5581,2026,10
Maruti Suzuki,Ertiga,7,168500,Automatic,first,Petrol,785000,27750,2026,11
Mercedes-Benz,S-Class,8,59500,Automatic,first,Petrol,2422500,7438,2026,11
Honda,Amaze,9,168500,Manual,second,Petrol,420000,27750,2026,11
Honda,City,9,120000,Manual,second,Petrol,600000,13333,2026,11
Hyundai,Venue,3,33000,Manual,first,Petrol,795000,11000,2026,11
Toyota,Innova Crysta,2,32500,Manual,first,Diesel,2422500,16250,2026,11
Honda,Amaze,6,124000,Manual,first,Diesel,695000,20667,2026,11
Honda,City,10,78000,Manual,second,Diesel,499800,7800,2026,11
Honda,City,10,65374,Automatic,second,Petrol,545000,6537,2026,11
Maruti Suzuki,Celerio,7,57000,Automatic,second,Petrol,319000,8143,2026,11
Fiat,Linea,15,80000,Manual,first,Petrol,115000,5333,2026,11
Toyota,Fortuner,9,95000,Manual,first,Diesel,1565000,10556,2026,11
Toyota,Etios Liva,12,117000,Manual,second,Petrol,384000,9750,2026,11
Mahindra,Thar,9,35000,Manual,second,Diesel,650000,3889,2026,10
Maruti Suzuki,Ertiga,5,105000,Manual,second,Diesel,960000,21000,2026,11
BMW,2 Series,2,140000,Automatic,first,Diesel,2422500,27750,2026,11
Mahindra,Thar,3,55000,Automatic,first,Petrol,1175000,18333,2026,11
Toyota,Fortuner,5,69810,Manual,second,Diesel,2422500,13962,2026,11
Hyundai,Venue,2,53000,Manual,second,Petrol,955000,26500,2026,11
Kia,Seltos,4,86000,Automatic,first,Diesel,1580000,21500,2026,11
Hyundai,I10,14,100000,Manual,second,Petrol,150000,7143,2026,11
Maruti Suzuki,Vitara-Brezza,8,55000,Manual,first,Diesel,740000,6875,2026,11
Mahindra,Scorpio Classic,4,47000,Manual,second,Diesel,1550000,11750,2026,11
Chevrolet,Beat,8,44000,Manual,second,Petrol,215000,5500,2026,11
Maruti Suzuki,Swift-Dzire,2,9850,Manual,first,Petrol,695000,4925,2026,11
Honda,Brio,12,50000,Manual,second,Petrol,239999,4167,2026,10
Mercedes-Benz,Gle,2,20400,Automatic,first,Diesel,2422500,10200,2026,10
Ford,Ecosport,9,125000,Manual,first,Petrol,445000,13889,2026,11
Honda,Amaze,10,52000,Automatic,second,Petrol,425000,5200,2026,10
Maruti Suzuki,Wagon-R,17,85000,Manual,second,Petrol,200000,5000,2026,11
Maruti Suzuki,Esteem,19,55000,Manual,first,Petrol,80000,2895,2026,11
Audi,A4,8,44000,Automatic,second,Diesel,1195000,5500,2026,11
Audi,Q3,9,100000,Automatic,second,Diesel,1200000,11111,2026,11
Maruti Suzuki,800,10,34500,Manual,second,Petrol,240000,3450,2026,11
Mercedes-Benz,S-Class,5,168500,Automatic,second,Diesel,2422500,27750,2026,11
Hyundai,Verna,5,37000,Manual,second,Petrol,825000,7400,2026,9
Mercedes-Benz,M-Class,13,10010,Automatic,second,Diesel,810000,770,2026,11
Toyota,Fortuner,10,168500,Manual,second,Diesel,1351000,18500,2026,11
BMW,3 Series,4,25000,Automatic,first,Petrol,2422500,6250,2026,11
Maruti Suzuki,800,24,50000,Manual,second,Petrol,90000,2083,2026,11
Hyundai,I20,6,75000,Manual,second,Diesel,700000,12500,2026,11
Maruti Suzuki,Wagon R,12,60000,Manual,first,Petrol,295000,5000,2026,11
Maruti Suzuki,Grand Vitara,0,1600,Manual,first,Petrol,1350000,1600,2026,11
Toyota,Innova Crysta,7,168500,Manual,second,Diesel,1775000,27750,2026,11
Mahindra,Alturas G4,5,71150,Automatic,second,Diesel,1500000,14230,2026,10
Honda,City,2,16000,Automatic,first,Petrol,1385000,8000,2026,11
Mahindra,Xuv500,7,168500,Automatic,first,Diesel,975000,27750,2026,11
Hyundai,Verna,2,40000,Automatic,first,Diesel,1399000,20000,2026,11
Mercedes-Benz,C-Class,9,168500,Automatic,second,Diesel,2422500,27750,2026,11
Toyota,Etios,12,92000,Manual,second,Diesel,249999,7667,2026,11
Audi,A4,13,29300,Automatic,second,Petrol,799999,2254,2026,11
Toyota,Land Cruiser,6,168500,Automatic,first,Diesel,2422500,27750,2026,11
Mitsubishi,Outlander,14,98000,Automatic,first,Petrol,490000,7000,2026,11
Maruti Suzuki,Celerio,2,39270,Automatic,first,Petrol,585000,19635,2026,11
Mercedes-Benz,Gls,7,88927,Automatic,first,Petrol,2422500,12704,2026,11
Toyota,Etios,13,78000,Manual,second,Petrol,190000,6000,2026,11
Maruti Suzuki,Xl6,4,38000,Manual,first,Petrol,1150000,9500,2026,11
Maruti Suzuki,Xl6,5,61231,Automatic,first,Petrol,825101,12246,2026,11
Mercedes-Benz,Gle Coupe,3,32000,Automatic,second,Petrol,2422500,10667,2026,11
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Renault,Duster,10,105000,Manual,second,Diesel,215000,10500,2026,11
Kia,Carens,2,24000,Automatic,first,Diesel,1920000,12000,2026,11
Ford,Ecosport,10,75000,Manual,first,Diesel,425000,7500,2026,10
Maruti Suzuki,S-Presso,3,14000,Automatic,first,Petrol,475000,4667,2026,11
Mahindra,Scorpio,8,70013,Automatic,first,Diesel,1180000,8752,2026,10
Mahindra,Marazzo,4,75000,Manual,second,Diesel,745000,18750,2026,11
Tata,Tiago,7,71352,Manual,second,Petrol,325000,10193,2026,10
Hyundai,Elantra,10,53000,Automatic,first,Petrol,575000,5300,2026,11
Hyundai,Verna,11,168500,Manual,second,Petrol,405000,27750,2026,11
Audi,Q5,6,110000,Automatic,second,Diesel,2300000,18333,2026,11
Mahindra,Xuv500,11,95000,Manual,second,Diesel,515000,8636,2026,10
Hyundai,I20,5,21000,Manual,first,Petrol,585000,4200,2026,11
Mercedes-Benz,Gls,2,95000,Automatic,second,Diesel,2422500,27750,2026,11
Honda,City,20,80000,Manual,second,Petrol,95000,4000,2026,11
Honda,City,6,15000,Manual,first,Petrol,769999,2500,2026,11
Hyundai,Creta,9,142000,Manual,first,Diesel,525000,15778,2026,11
Volkswagen,Passat,13,168500,Automatic,second,Diesel,550000,27750,2026,11
BMW,5 Series,8,47000,Automatic,second,Diesel,2422500,5875,2026,11
BMW,3 Series,11,57000,Automatic,first,Diesel,1200000,5182,2026,11
Honda,Amaze,6,124000,Manual,first,Diesel,695000,20667,2026,11
Volkswagen,Ventotest,13,60000,Manual,first,Petrol,269000,4615,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,21000,Automatic,second,Petrol,555000,3500,2026,11
Maruti Suzuki,Ciaz,7,54000,Manual,first,Petrol,640000,7714,2026,11
Ford,Endeavour,6,136000,Automatic,first,Diesel,1990000,22667,2026,11
Hyundai,Verna,3,65000,Manual,second,Petrol,890000,21667,2026,10
Kia,Sonet,3,168500,Automatic,second,Petrol,930000,27750,2026,11
BMW,3 Series,12,51000,Automatic,second,Diesel,699000,4250,2026,11
Tata,Altroz,1,59500,Manual,first,Diesel,950000,27750,2026,11
Honda,City,5,49000,Automatic,first,Petrol,1021000,9800,2026,11
Maruti Suzuki,S-Cross,7,113000,Manual,second,Diesel,595000,16143,2026,11
Hyundai,Creta,9,72000,Automatic,first,Diesel,825000,8000,2026,11
Renault,Kwid,6,38000,Automatic,second,Petrol,380000,6333,2026,11
Toyota,Innova,12,0,Manual,second,Diesel,595000,0,2026,8
Mahindra,Alturas G4,2,25000,Automatic,first,Diesel,2422500,12500,2026,11
Maruti Suzuki,Ertiga,8,65000,Manual,second,Diesel,560000,8125,2026,11
Maruti Suzuki,Alto,16,168500,Manual,second,Petrol,98000,27750,2026,8
Maruti Suzuki,Swift Dzire,5,160000,Automatic,first,Diesel,850000,27750,2026,11
Toyota,Etios Cross,8,45250,Manual,second,Petrol,459000,5656,2026,11
Maruti Suzuki,Ertiga,12,73100,Manual,second,Petrol,535000,6092,2026,11
Mahindra,Thar,2,168500,Automatic,first,Diesel,1800000,27750,2026,11
Volkswagen,Polo,5,47000,Manual,second,Diesel,890000,9400,2026,11
Audi,A6,14,57000,Automatic,second,Petrol,465000,4071,2026,11
Renault,Kwid,3,7000,Manual,first,Petrol,385000,2333,2026,11
Tata,Nexon,2,5000,Automatic,first,Petrol,1125000,2500,2026,11
Maruti Suzuki,Wagon-R,7,36000,Manual,first,Petrol,394000,5143,2026,11
Mercedes-Benz,Gla,1,7500,Automatic,first,Diesel,2422500,7500,2026,11
Honda,City,3,38000,Automatic,first,Petrol,1195000,12667,2026,11
Renault,Triber,4,27500,Manual,first,Petrol,520000,6875,2026,11
Mercedes-Benz,Gle Class,8,48000,Automatic,second,Diesel,2422500,6000,2026,11
Mahindra,Marazzo,6,87000,Manual,first,Diesel,700000,14500,2026,11
Maruti Suzuki,Celerio,9,63000,Automatic,first,Petrol,385000,7000,2026,11
